Código IBGE do Município;Nome das Grandes Regiões;Nome da Microregião;incompleto - Amarela;Incompleto - Branca; incompleto - Indígena;incompleto - Parda;Incompleto - Preta;Superior completo - Amarela;Superior completo - Branca;Superior completo - Indígena;Superior completo - Parda;Superior completo - Preta
430513;Sul;Cachoeira do Sul;0;433;4;41;31;0;97;0;3;0
430515;Sul;Carazinho;5;240;0;35;10;0;120;0;0;2
430517;Sul;CamaquÒ;9;1372;0;147;46;0;224;0;3;0
430520;Sul;Cerro Largo;15;1707;0;356;63;0;854;0;39;0
430530;Sul;Carazinho;7;1345;0;117;35;0;360;0;0;6
430535;Sul;SÒo Jer¶nimo;22;5545;12;403;412;0;1372;0;39;25
430537;Sul;Passo Fundo;0;229;66;9;0;0;52;3;5;0
430540;Sul;IjuÝ;3;522;0;127;37;0;140;0;19;0
430543;Sul;Litoral Lagunar;2;1538;0;148;44;0;235;0;9;0
430544;Sul;CamaquÒ;0;481;0;20;30;0;54;0;0;0
430545;Sul;Os¾rio;6;1934;21;221;104;5;536;0;28;41
430550;Sul;Passo Fundo;2;576;0;146;23;0;227;0;28;0
430558;Sul;Lajeado-Estrela;0;475;0;14;4;0;68;0;0;0
430560;Sul;NÒo-Me-Toque;0;456;0;51;38;0;218;0;3;4
430570;Sul;IjuÝ;6;884;0;227;30;0;255;0;20;3
430580;Sul;Frederico Westphalen;0;981;77;182;28;0;531;0;16;0
430583;Sul;Lajeado-Estrela;0;211;0;6;8;0;28;0;0;0
430585;Sul;Carazinho;0;345;0;28;7;0;87;0;0;0
430587;Sul;IjuÝ;0;319;2;41;2;0;87;0;3;0
430590;Sul;IjuÝ;0;781;0;202;19;0;308;0;17;3
430593;Sul;Caxias do Sul;0;312;0;2;0;0;35;0;2;0
430595;Sul;Caxias do Sul;0;547;0;19;11;0;156;0;0;0
430597;Sul;Passo Fundo;9;344;0;47;14;0;42;0;4;0
430600;Sul;TrÛs Passos;0;2093;0;173;16;0;445;0;5;4
430605;Sul;Pelotas;3;847;0;89;33;0;135;0;0;0
430607;Sul;Frederico Westphalen;0;253;0;90;6;0;80;0;12;0
430610;Sul;Cruz Alta;63;9150;10;1307;262;0;5749;9;225;68
430613;Sul;Erechim;0;323;0;23;8;0;42;0;0;0
430620;Sul;Lajeado-Estrela;5;1825;0;146;90;3;387;0;0;10
430630;Sul;Passo Fundo;0;642;0;85;31;0;229;0;8;0
430632;Sul;TrÛs Passos;5;433;0;77;3;0;94;0;6;0
430635;Sul;Santo ,ngelo;3;375;0;87;2;0;63;0;7;0
430637;Sul;Santa Maria;3;337;0;69;9;0;42;0;3;0
430640;Sul;Gramado-Canela;43;5066;0;217;111;9;1309;0;14;0
430642;Sul;Frederico Westphalen;6;224;0;70;31;0;96;0;3;0
430645;Sul;GuaporÚ;0;417;0;9;9;0;122;0;0;0
430650;Sul;CamaquÒ;4;1292;0;96;142;0;284;0;10;5
430655;Sul;Os¾rio;0;403;0;4;0;0;61;0;2;0
430660;Sul;Campanha Meridional;0;5096;0;811;498;0;2178;0;123;59
430670;Sul;Restinga Seca;4;428;0;78;16;0;133;0;9;0
430673;Sul;TrÛs Passos;0;535;0;77;11;0;201;0;6;0
430675;Sul;Lajeado-Estrela;0;265;0;7;6;0;60;0;0;0
430676;Sul;Porto Alegre;10;5135;10;913;650;0;830;10;34;36
430680;Sul;Lajeado-Estrela;0;3540;0;252;44;0;1016;0;30;8
430690;Sul;Serras de Sudeste;30;2752;0;292;300;0;725;0;0;35
430692;Sul;Frederico Westphalen;0;209;55;3;3;0;41;0;0;0
430693;Sul;Santo ,ngelo;0;1200;0;65;12;0;317;0;12;0
430695;Sul;Erechim;0;392;0;97;16;0;106;0;11;0
430697;Sul;Erechim;0;480;65;96;13;0;105;3;0;0
430700;Sul;Erechim;71;13426;0;2419;408;27;8885;0;338;44
430705;Sul;Passo Fundo;0;377;0;18;0;0;107;0;0;0
430710;Sul;JaguarÒo;3;834;0;119;75;0;246;0;6;16
430720;Sul;Erechim;4;577;0;41;30;0;217;0;6;3
430730;Sul;Frederico Westphalen;15;882;0;231;31;0;273;0;24;0
430740;Sul;Vacaria;3;443;2;96;12;0;157;0;7;6
430745;Sul;TrÛs Passos;0;380;0;55;0;0;62;0;0;0
430750;Sul;Cruz Alta;30;2140;0;390;72;9;1201;0;34;16
430755;Sul;Erechim;0;910;0;65;25;0;376;0;14;0
430760;Sul;Porto Alegre;13;7098;8;492;203;0;1641;0;26;17
430770;Sul;Porto Alegre;55;11675;10;1259;988;54;4643;10;178;204
430780;Sul;Lajeado-Estrela;0;4757;7;250;275;0;2133;0;53;0
430781;Sul;Santa Cruz do Sul;3;473;2;13;11;0;104;0;0;0
430783;Sul;Santo ,ngelo;0;372;0;55;12;0;100;0;3;0
430786;Sul;Caxias do Sul;2;327;0;12;12;0;100;0;0;0
430790;Sul;Caxias do Sul;14;8682;5;1361;398;31;4315;0;107;0
430800;Sul;Restinga Seca;0;712;0;113;70;0;587;0;8;10
430805;Sul;Erechim;0;331;32;46;14;0;68;0;0;0
430807;Sul;Lajeado-Estrela;5;471;0;24;11;0;83;0;0;0
430810;Sul;Montenegro;16;2158;0;63;28;0;494;0;0;4
430820;Sul;Caxias do Sul;12;3801;0;580;49;0;1676;0;36;0
430825;Sul;Erechim;0;174;0;2;0;0;30;0;0;0
430830;Sul;Soledade;15;1118;0;331;9;0;233;0;40;0
430840;Sul;Restinga Seca;0;812;0;56;117;0;303;0;3;14
430843;Sul;Lajeado-Estrela;0;451;0;2;0;0;11;0;0;0
430845;Sul;Cruz Alta;0;739;0;107;4;0;217;0;14;0
430850;Sul;Frederico Westphalen;0;3528;0;549;62;12;3056;0;81;20
430860;Sul;Caxias do Sul;25;5031;0;305;24;0;2517;0;27;0
430865;Sul;Campanha Ocidental;0;407;0;139;0;0;100;0;13;3
430870;Sul;Erechim;0;754;0;92;14;0;273;0;0;0
430880;Sul;SÒo Jer¶nimo;0;1049;5;57;42;0;276;0;3;0
430885;Sul;Passo Fundo;0;181;3;4;12;0;101;0;2;2
430890;Sul;Erechim;9;2240;6;288;73;0;1103;0;21;14
430900;Sul;Santo ,ngelo;15;2567;5;535;83;5;824;0;21;5
430905;Sul;Porto Alegre;0;1029;0;107;49;0;188;0;0;3
430910;Sul;Gramado-Canela;0;5452;0;717;121;0;2106;0;93;10
430912;Sul;Frederico Westphalen;0;248;46;46;35;0;71;4;9;0
430915;Sul;Santa Cruz do Sul;3;389;0;92;9;0;74;0;0;0
430920;Sul;Porto Alegre;87;39668;81;3721;3374;36;8599;0;345;311
430925;Sul;GuaporÚ;0;172;0;22;11;0;120;0;0;0
430930;Sul;Porto Alegre;55;13606;33;1505;1543;31;3596;0;142;238
430940;Sul;GuaporÚ;10;2971;0;481;159;10;1450;0;53;0
430950;Sul;Cerro Largo;4;1146;0;143;16;0;410;0;8;0
430955;Sul;Montenegro;4;848;0;28;5;0;158;0;0;4
430957;Sul;Santa Cruz do Sul;0;279;0;33;13;0;45;0;0;0
430960;Sul;TrÛs Passos;20;2865;0;402;27;0;1454;0;67;14
430965;Sul;Campanha Meridional;8;764;0;254;61;0;108;0;16;2
430970;Sul;TrÛs Passos;7;506;0;93;34;4;283;0;12;0
430975;Sul;Santa Cruz do Sul;4;638;0;31;9;0;90;0;0;0
430980;Sul;Sananduva;4;551;0;57;11;0;207;0;8;0
430990;Sul;Passo Fundo;3;843;35;82;20;0;386;0;9;6
430995;Sul;Soledade;4;362;0;67;0;0;80;0;3;3
431000;Sul;Cruz Alta;0;2506;0;386;53;0;1527;0;36;15
431010;Sul;Gramado-Canela;22;4674;10;585;135;0;1037;0;60;11
431020;Sul;IjuÝ;49;11351;9;2050;321;20;6393;18;306;9
431030;Sul;GuaporÚ;0;463;0;91;35;0;170;0;6;0
431033;Sul;Os¾rio;0;2684;15;226;90;10;1120;0;20;20
431036;Sul;Lajeado-Estrela;0;413;0;11;4;0;123;0;0;0
431040;Sul;Santa Rosa;7;784;0;104;14;0;272;0;5;0
431041;Sul;IjuÝ;0;248;0;82;6;2;45;0;11;0
431043;Sul;Vacaria;3;859;0;120;43;0;185;0;10;0
431046;Sul;Erechim;0;280;0;15;7;0;70;0;6;0
431050;Sul;Frederico Westphalen;0;985;83;218;24;0;410;0;20;0
431053;Sul;Santa Maria;0;873;0;126;42;0;357;0;14;0
431055;Sul;Santiago;0;443;0;71;12;2;82;0;6;0
431057;Sul;GuaporÚ;0;269;0;5;17;0;56;0;0;0
431060;Sul;Campanha Ocidental;19;5253;0;1520;261;0;1512;0;160;34
431065;Sul;Os¾rio;7;305;3;9;13;2;80;0;5;3
431070;Sul;Erechim;4;655;0;88;36;0;89;0;0;0
431075;Sul;Restinga Seca;0;249;0;29;2;0;114;0;4;0
431080;Sul;Gramado-Canela;24;3710;0;285;108;33;1061;0;35;11
431085;Sul;Carazinho;3;371;0;121;0;0;156;0;4;0
431087;Sul;Cruz Alta;6;247;0;43;0;0;97;0;7;0
431090;Sul;Erechim;1;415;7;70;8;0;251;0;7;4
431100;Sul;JaguarÒo;0;4218;30;296;239;0;1406;0;21;36
431110;Sul;Santa Maria;5;1785;5;206;66;0;669;0;0;0
431112;Sul;Vacaria;3;460;0;117;46;0;87;0;4;4
431113;Sul;Santiago;0;452;0;12;19;0;94;0;2;0
431115;Sul;Cruz Alta;12;1139;0;183;31;0;179;0;24;4
431120;Sul;Santiago;0;2724;0;402;166;0;1008;0;44;45
431123;Sul;Santa Cruz do Sul;23;382;0;37;3;0;30;0;0;0
431125;Sul;Soledade;0;676;0;136;28;0;108;0;2;0
431127;Sul;NÒo-Me-Toque;0;305;0;5;2;0;74;0;0;0
431130;Sul;Vacaria;0;4000;0;550;77;0;2065;0;29;0
431140;Sul;Lajeado-Estrela;9;10740;0;994;276;8;6179;7;114;20
431142;Sul;Carazinho;0;224;5;61;0;0;34;0;19;0
431150;Sul;Campanha Meridional;5;948;0;147;112;0;288;0;7;18
431160;Sul;Frederico Westphalen;0;834;28;125;41;0;168;4;10;0
431162;Sul;Gramado-Canela;3;802;0;111;13;0;74;0;0;0
431164;Sul;Montenegro;0;326;0;6;0;0;40;0;0;0
431170;Sul;Sananduva;8;593;4;84;9;0;240;0;16;0
431171;Sul;Campanha Ocidental;4;634;0;109;31;0;128;0;15;6
431173;Sul;Os¾rio;0;411;0;71;0;0;51;0;0;3
431175;Sul;Campanha Ocidental;3;841;0;105;31;0;383;0;16;0
431177;Sul;Os¾rio;3;865;0;45;47;0;213;0;8;3
431179;Sul;Montenegro;0;266;0;9;2;0;67;0;0;0
431180;Sul;Passo Fundo;42;6214;0;830;220;0;2728;0;93;13
431190;Sul;Erechim;0;703;0;65;9;0;259;0;29;0
431198;Sul;Porto Alegre;0;550;6;42;18;0;103;0;0;0
431200;Sul;Erechim;1;412;0;39;0;0;76;0;2;0
431205;Sul;Lajeado-Estrela;0;514;0;8;3;0;82;0;0;0
431210;Sul;Santa Maria;8;610;0;80;14;0;112;0;0;0
431213;Sul;Passo Fundo;0;409;10;30;0;0;74;0;0;0
431215;Sul;Santa Cruz do Sul;0;680;0;19;15;0;106;0;0;0
431217;Sul;Cerro Largo;0;252;0;34;0;0;38;0;0;0
431220;Sul;Sananduva;0;558;0;83;8;0;225;0;9;0
431225;Sul;SÒo Jer¶nimo;0;1055;0;67;42;0;136;0;0;0
431230;Sul;TrÛs Passos;0;607;25;83;20;0;140;0;8;0
431235;Sul;GuaporÚ;0;183;0;3;0;0;71;0;0;0
431237;Sul;Vacaria;9;401;0;96;6;0;11;0;7;0
431238;Sul;Caxias do Sul;0;400;0;5;0;0;124;0;5;0
431240;Sul;Montenegro;10;8777;0;704;454;0;3573;0;113;42
431242;Sul;Soledade;4;288;0;50;3;0;143;0;0;0
431244;Sul;Os¾rio;0;505;0;3;3;0;117;0;0;0
431245;Sul;Pelotas;31;837;0;11;55;0;304;0;0;2
431247;Sul;Gramado-Canela;0;1225;0;53;6;0;213;0;3;3
431250;Sul;Os¾rio;5;1280;9;195;93;0;293;0;10;0
431260;Sul;Lajeado-Estrela;2;675;0;66;9;0;254;0;0;0
431261;Sul;Vacaria;4;543;0;44;37;0;78;0;3;0
431262;Sul;Passo Fundo;0;197;31;7;3;0;50;0;2;0
431265;Sul;NÒo-Me-Toque;8;2186;0;392;49;0;1045;0;33;0
431267;Sul;Passo Fundo;0;188;0;18;2;0;82;0;4;3
431270;Sul;Frederico Westphalen;6;1359;91;334;54;0;754;0;20;0
431275;Sul;GuaporÚ;0;371;0;52;9;0;121;0;7;4
431280;Sul;GuaporÚ;0;660;4;47;13;0;199;0;7;3
431290;Sul;GuaporÚ;0;1302;0;123;27;0;427;0;16;0
431295;Sul;Carazinho;0;329;0;5;5;0;124;0;0;0
431300;Sul;Lajeado-Estrela;0;433;0;13;2;0;140;0;0;0
431301;Sul;TrÛs Passos;0;434;0;0;0;0;85;0;0;0
431303;Sul;Santa Maria;0;734;0;116;13;0;166;0;3;0
431306;Sul;Porto Alegre;0;3101;9;384;77;0;272;0;58;7
431308;Sul;Caxias do Sul;0;515;0;16;2;0;99;0;0;0
431310;Sul;Restinga Seca;7;1103;0;183;42;0;385;0;3;0
431320;Sul;Gramado-Canela;20;3290;4;266;50;0;1272;5;25;0
431330;Sul;GuaporÚ;29;3404;0;441;195;0;1421;0;0;0
431333;Sul;IjuÝ;2;319;0;28;2;0;64;0;6;0
431335;Sul;Caxias do Sul;4;389;0;9;12;0;144;0;4;6
431337;Sul;Porto Alegre;0;3857;0;323;86;0;558;0;24;23
431339;Sul;Cachoeira do Sul;0;484;0;25;32;0;34;0;5;0
431340;Sul;Porto Alegre;67;34111;15;1919;1449;21;14429;9;237;193
431342;Sul;Santa Rosa;0;504;0;57;7;0;95;0;0;0
431344;Sul;Frederico Westphalen;0;246;0;52;9;0;73;0;4;0
431346;Sul;Frederico Westphalen;0;373;0;30;2;0;41;0;0;0
431349;Sul;Carazinho;6;438;0;156;15;5;87;0;5;0
431350;Sul;Os¾rio;0;5862;0;458;230;0;3081;0;73;80
431360;Sul;Sananduva;0;476;0;39;6;0;151;0;7;0
431365;Sul;Os¾rio;0;1611;0;200;189;0;466;6;32;21
431370;Sul;Carazinho;12;3952;0;1054;155;0;2376;12;170;0
431380;Sul;Frederico Westphalen;0;841;3;110;15;0;429;0;12;3
431390;Sul;IjuÝ;19;5301;0;924;176;0;2396;0;103;0
431395;Sul;Cachoeira do Sul;0;1174;0;118;123;0;199;0;0;0
431400;Sul;GuaporÚ;6;1017;0;107;17;0;427;0;17;0
431402;Sul;Cachoeira do Sul;0;1031;0;75;34;0;167;0;8;0
431403;Sul;Montenegro;0;683;0;3;3;0;85;0;0;0
431405;Sul;Porto Alegre;11;8085;0;983;245;0;730;0;52;29
431406;Sul;Santa Cruz do Sul;6;712;0;43;9;0;47;0;0;3
431407;Sul;Cachoeira do Sul;0;904;0;2;14;0;124;0;0;3
431410;Sul;Passo Fundo;72;23688;18;4526;829;57;19273;0;792;195
431413;Sul;Erechim;2;305;0;20;0;0;32;0;0;2
431415;Sul;Lajeado-Estrela;0;1179;0;29;32;0;193;0;0;3
431417;Sul;Serras de Sudeste;0;184;0;65;54;0;50;0;3;2
431420;Sul;Pelotas;0;1003;0;118;110;0;297;0;5;7
431430;Sul;IjuÝ;0;533;0;45;7;0;289;0;3;6
431440;Sul;Pelotas;114;39667;115;4177;5261;26;28251;30;822;959
431442;Sul;Gramado-Canela;3;987;0;47;8;4;139;0;8;0
431445;Sul;Carazinho;5;263;0;117;7;0;98;0;4;0
431446;Sul;Vacaria;6;219;0;50;5;0;79;0;18;0
431447;Sul;Santiago;0;605;0;73;34;0;184;0;0;7
431449;Sul;Frederico Westphalen;0;796;0;139;17;0;156;0;4;0
431450;Sul;Serras de Sudeste;14;1447;0;212;354;0;428;0;23;73
431455;Sul;Santo ,ngelo;3;249;0;117;9;0;97;0;3;0
431460;Sul;Serras de Sudeste;56;2652;12;247;336;7;708;0;21;0
431470;Sul;Frederico Westphalen;0;1260;139;138;31;0;399;0;25;10
431475;Sul;Montenegro;0;247;0;5;0;0;71;0;0;0
431477;Sul;Passo Fundo;3;635;0;99;19;0;116;0;3;5
431478;Sul;Erechim;0;200;0;12;0;3;48;0;0;0
431480;Sul;Montenegro;28;5310;12;346;131;0;953;0;35;0
431490;Sul;Porto Alegre;530;163163;634;24267;26426;788;236336;280;6543;6920
431500;Sul;Santa Rosa;3;620;0;87;4;0;234;0;7;0
431505;Sul;Santa Rosa;4;343;0;82;3;0;105;0;0;0
431507;Sul;Santa Rosa;0;305;0;4;19;0;32;0;0;0
431510;Sul;Cerro Largo;0;1147;0;500;14;0;310;0;56;5
431513;Sul;Lajeado-Estrela;0;252;0;12;0;0;64;0;0;0
431514;Sul;Gramado-Canela;13;527;0;18;0;0;84;0;2;2
431515;Sul;Lajeado-Estrela;0;744;0;40;0;0;151;0;3;0
431517;Sul;GuaporÚ;0;244;0;0;0;0;51;0;0;0
431520;Sul;GuaporÚ;0;538;0;35;3;0;165;0;3;0
431530;Sul;Campanha Ocidental;0;3289;0;464;125;0;1031;0;30;9
431531;Sul;Erechim;2;237;0;83;1;0;37;0;2;0
431532;Sul;Santiago;0;395;0;63;3;0;73;0;12;0
431535;Sul;Cruz Alta;1;467;0;23;3;0;194;0;10;0
431540;Sul;TrÛs Passos;0;733;522;111;8;0;205;0;4;0
431545;Sul;Lajeado-Estrela;0;288;0;4;1;0;70;0;2;0
431550;Sul;Restinga Seca;10;2112;0;177;204;0;629;0;11;21
431555;Sul;Frederico Westphalen;4;405;16;71;9;0;127;0;4;0
431560;Sul;Litoral Lagunar;137;24434;52;3265;2726;9;13215;0;660;595
431570;Sul;Cachoeira do Sul;0;5297;12;382;395;0;1696;0;12;0
431575;Sul;Gramado-Canela;2;467;0;46;3;0;77;0;3;0
431580;Sul;Lajeado-Estrela;0;1496;0;176;28;0;390;0;5;0
431590;Sul;Frederico Westphalen;0;706;6;82;6;0;389;0;15;0
431595;Sul;Santo ,ngelo;2;412;0;68;13;0;52;0;0;0
431600;Sul;Gramado-Canela;28;2683;0;238;38;0;489;0;0;0
431610;Sul;Passo Fundo;0;1184;75;183;22;0;556;4;14;8
431620;Sul;Frederico Westphalen;0;877;0;56;9;0;220;0;0;2
431630;Sul;Cerro Largo;15;824;0;291;17;0;336;0;47;6
431640;Sul;Campanha Central;18;5357;0;876;422;0;1997;0;74;21
431642;Sul;Carazinho;0;278;0;124;3;0;82;0;14;0
431643;Sul;Cruz Alta;0;427;4;71;15;0;130;0;6;0
431645;Sul;Cruz Alta;20;1561;70;220;26;10;503;0;25;6
431647;Sul;Cerro Largo;0;435;0;14;3;0;174;0;6;0
431650;Sul;Montenegro;4;947;0;69;28;0;303;0;0;0
431660;Sul;Sananduva;0;1839;4;235;36;0;1012;0;31;7
431670;Sul;Cruz Alta;4;1418;0;225;32;0;450;0;26;17
431673;Sul;Passo Fundo;0;210;0;28;6;0;27;0;0;0
431675;Sul;Lajeado-Estrela;0;1073;0;20;23;0;190;0;6;0
431680;Sul;Santa Cruz do Sul;18;15647;0;1547;1123;35;10826;10;328;161
431690;Sul;Santa Maria;72;34313;46;5171;2533;84;31327;16;1180;387
431695;Sul;Gramado-Canela;0;889;0;12;3;0;117;0;6;0
431697;Sul;Campanha Central;7;261;0;19;31;0;70;0;9;0
431700;Sul;Serras de Sudeste;7;903;0;91;60;0;186;0;0;0
431710;Sul;Campanha Central;25;12103;0;1772;1215;9;4973;0;180;168
431720;Sul;Santa Rosa;59;10656;9;1699;176;13;5466;0;154;0
431725;Sul;Caxias do Sul;0;303;0;0;4;0;54;0;0;0
431730;Sul;Litoral Lagunar;22;4313;10;459;517;0;1748;0;30;87
431740;Sul;Santiago;38;6737;9;1160;294;9;4049;0;310;9
431750;Sul;Santo ,ngelo;130;10583;0;1835;254;22;6734;0;367;39
431755;Sul;Passo Fundo;0;317;0;39;5;0;76;0;2;0
431760;Sul;Os¾rio;11;5904;0;300;244;9;1754;0;0;9
431770;Sul;Santo ,ngelo;6;1420;0;537;88;0;407;0;26;5
431775;Sul;Carazinho;2;286;0;20;3;0;63;0;0;0
431780;Sul;IjuÝ;5;1744;0;354;53;0;751;0;27;0
431790;Sul;Santa Rosa;0;2038;0;146;19;0;852;0;10;0
431795;Sul;Sananduva;0;387;0;28;3;0;106;0;0;0
431800;Sul;Campanha Ocidental;21;8255;0;1926;346;11;3547;0;212;37
431805;Sul;Passo Fundo;3;492;0;28;21;0;139;0;3;0
431810;Sul;Campanha Ocidental;5;2603;0;243;105;0;750;6;19;5
431820;Sul;Vacaria;49;2359;9;435;293;5;753;0;10;27
431830;Sul;Campanha Central;25;7663;0;1321;396;0;3067;0;205;48
431840;Sul;SÒo Jer¶nimo;10;2698;0;227;169;0;1050;9;31;40
431842;Sul;Sananduva;0;608;0;53;0;0;183;0;3;0
431843;Sul;Restinga Seca;0;393;0;55;26;0;259;0;5;0
431844;Sul;GuaporÚ;0;342;0;17;11;0;146;0;0;0
431845;Sul;Carazinho;2;200;0;65;0;0;60;0;19;0
431846;Sul;Soledade;4;258;0;67;31;0;73;0;5;0
431848;Sul;Montenegro;0;761;0;11;3;0;82;0;0;0
431849;Sul;Santa Rosa;4;414;0;16;3;0;67;0;0;0
431850;Sul;Litoral Lagunar;0;2577;6;461;237;0;555;0;47;29
431860;Sul;Sananduva;9;1036;0;139;28;0;381;0;14;0
431861;Sul;Montenegro;0;367;2;4;0;0;64;0;0;0
431862;Sul;Vacaria;8;438;0;99;30;3;126;0;2;0
431870;Sul;Porto Alegre;102;30584;49;3143;1772;36;13717;10;330;88
431880;Sul;Pelotas;11;5472;0;220;346;0;1974;0;10;38
431890;Sul;Santo ,ngelo;81;4406;14;1099;100;11;2188;0;91;24
431900;Sul;Caxias do Sul;9;3206;0;246;51;0;1197;0;10;25
431910;Sul;TrÛs Passos;0;828;0;46;12;0;380;0;0;0
431912;Sul;Santa Maria;0;342;0;2;7;0;68;0;2;0
431915;Sul;Santo ,ngelo;6;789;3;225;0;0;265;0;21;3
431920;Sul;Santo ,ngelo;3;566;3;178;12;0;168;0;37;0
431930;Sul;Cerro Largo;0;872;0;127;42;0;217;0;9;0
431935;Sul;Montenegro;0;515;0;16;13;0;91;0;3;0
431936;Sul;Carazinho;2;177;0;52;7;0;58;0;9;0
431937;Sul;Cerro Largo;0;486;0;31;3;0;138;0;2;0
431940;Sul;Santa Maria;14;2250;0;309;21;0;860;0;27;0
431950;Sul;Montenegro;21;4111;0;204;150;11;869;0;0;0
431960;Sul;Santa Maria;26;2957;10;279;351;8;1187;11;48;69
431970;Sul;Erechim;0;418;0;47;3;0;148;0;8;6
431971;Sul;GuaporÚ;2;332;0;22;11;0;72;0;0;0
431973;Sul;IjuÝ;0;203;93;28;4;0;88;9;0;2
431975;Sul;Montenegro;0;271;0;27;0;0;57;0;0;0
431980;Sul;Santa Maria;0;900;0;215;36;0;437;0;48;0
431990;Sul;Porto Alegre;117;11813;0;1765;296;0;1937;0;156;0
432000;Sul;Porto Alegre;35;21205;7;1820;1192;9;3976;0;143;124
432010;Sul;Carazinho;9;2825;42;793;14;0;1121;0;26;0
432020;Sul;Frederico Westphalen;0;1451;0;183;48;0;558;0;32;5
432023;Sul;TrÛs Passos;0;369;0;59;5;0;85;0;11;0
432026;Sul;Santa Cruz do Sul;12;832;0;269;9;0;181;0;3;0
432030;Sul;NÒo-Me-Toque;0;738;0;65;15;0;409;0;6;0
432032;Sul;Santo ,ngelo;4;365;0;26;9;0;53;0;3;0
432035;Sul;CamaquÒ;0;643;0;50;15;0;109;0;6;3
432040;Sul;GuaporÚ;16;2305;0;235;147;0;880;0;0;0
432045;Sul;Lajeado-Estrela;0;198;0;8;0;0;43;0;0;2
432050;Sul;Passo Fundo;14;742;0;128;41;2;388;0;0;2
432055;Sul;Porto Alegre;10;802;0;37;28;0;119;0;0;0
432057;Sul;Cerro Largo;4;249;0;29;2;0;53;0;4;0
432060;Sul;Erechim;3;653;1;36;3;0;147;0;3;0
432065;Sul;Restinga Seca;0;337;0;10;6;0;101;0;6;5
432067;Sul;Santa Cruz do Sul;18;843;0;160;4;0;190;0;4;0
432070;Sul;Santa Cruz do Sul;0;1924;0;500;105;0;840;0;5;0
432080;Sul;Soledade;40;4070;15;638;132;0;1868;0;49;22
432085;Sul;Lajeado-Estrela;0;622;3;28;7;0;99;0;0;0
432090;Sul;Passo Fundo;0;2660;5;487;69;0;1280;0;30;17
432100;Sul;NÒo-Me-Toque;0;1500;0;242;26;0;807;0;16;0
432110;Sul;CamaquÒ;0;1916;0;230;166;0;784;0;21;19
432120;Sul;Gramado-Canela;11;8358;0;712;471;0;2562;0;82;25
432130;Sul;Lajeado-Estrela;0;4104;11;176;164;0;1474;0;47;0
432132;Sul;Frederico Westphalen;0;341;0;108;17;0;177;0;11;0
432135;Sul;Os¾rio;4;495;0;53;43;0;92;0;4;0
432140;Sul;TrÛs Passos;26;1510;254;262;30;0;790;6;29;0
432143;Sul;Os¾rio;0;1322;22;77;25;0;345;0;10;11
432145;Sul;Lajeado-Estrela;21;4333;12;244;217;0;1060;0;13;0
432146;Sul;NÒo-Me-Toque;10;503;0;162;0;0;88;0;3;2
432147;Sul;TrÛs Passos;3;999;0;71;7;0;134;0;0;0
432149;Sul;Santa Maria;7;435;0;34;11;0;37;0;0;0
432150;Sul;Os¾rio;0;5571;37;343;85;0;2410;0;81;57
432160;Sul;Os¾rio;0;6157;13;644;286;0;1975;0;113;9
432162;Sul;Lajeado-Estrela;0;296;0;15;1;0;30;0;0;0
432163;Sul;Erechim;0;663;0;5;0;0;128;0;0;0
432166;Sul;Os¾rio;10;1501;0;52;10;0;360;0;5;0
432170;Sul;Gramado-Canela;50;3341;0;439;195;11;599;0;21;7
432180;Sul;Santa Rosa;19;3299;0;505;32;0;1511;0;77;0
432183;Sul;Os¾rio;0;339;0;29;55;0;50;0;0;0
432185;Sul;Frederico Westphalen;6;420;37;132;15;0;149;0;8;0
432190;Sul;TrÛs Passos;11;4311;6;381;48;0;1377;0;10;0
432195;Sul;Frederico Westphalen;4;684;2;176;23;0;251;0;13;0
432200;Sul;SÒo Jer¶nimo;19;4059;12;315;224;0;971;0;32;44
432210;Sul;Santa Rosa;6;933;2;100;17;0;411;0;12;0
432215;Sul;Soledade;0;604;0;89;21;0;95;0;0;0
432218;Sul;Sananduva;2;217;0;8;4;0;94;0;8;0
432220;Sul;Santiago;21;3056;0;539;140;24;1222;0;63;10
432225;Sul;Montenegro;0;582;0;8;0;0;128;0;0;0
432230;Sul;Santa Rosa;0;1248;0;106;0;0;419;0;17;0
432232;Sul;Pelotas;0;271;0;27;8;0;27;0;0;3
432234;Sul;Santo ,ngelo;0;341;0;16;4;0;54;0;0;0
432235;Sul;GuaporÚ;0;196;0;3;0;0;46;0;2;0
432237;Sul;Santiago;0;289;0;37;9;2;71;0;5;0
432240;Sul;Campanha Ocidental;72;16893;46;4664;946;19;7457;10;638;177
432250;Sul;Vacaria;46;7459;23;2316;545;7;4150;7;220;26
432252;Sul;SÒo Jer¶nimo;3;511;0;8;9;0;59;0;0;0
432253;Sul;Santa Cruz do Sul;15;1197;0;116;36;0;174;0;10;0
432254;Sul;Montenegro;10;964;2;60;2;5;118;0;5;0
432255;Sul;Passo Fundo;0;199;0;17;13;0;112;0;2;2
432260;Sul;Santa Cruz do Sul;21;10415;36;674;455;0;2938;0;9;87
432270;Sul;Santa Cruz do Sul;0;3946;5;202;282;0;994;0;0;8
432280;Sul;Caxias do Sul;27;3219;10;362;68;0;1873;0;21;18
432285;Sul;Lajeado-Estrela;0;163;0;10;0;0;59;0;0;0
432290;Sul;Erechim;6;725;0;81;5;0;195;0;5;0
