Código IBGE do Município;Nome das Grandes Regiões;Nome da Microregião;incompleto - Amarela;Incompleto - Branca; incompleto - Indígena;incompleto - Parda;Incompleto - Preta;Superior completo - Amarela;Superior completo - Branca;Superior completo - Indígena;Superior completo - Parda;Superior completo - Preta
241480;Nordeste;Agreste Potiguar;0;571;0;612;14;0;108;0;64;5
241490;Nordeste;Pau dos Ferros;0;45;0;130;13;0;10;0;16;0
241500;Nordeste;Litoral Sul;12;120;0;266;31;2;12;0;36;1
250010;Nordeste;Serra do Teixeira;14;303;0;613;12;0;121;0;63;5
250020;Nordeste;Pianc¾;0;186;0;260;3;0;70;0;60;0
250030;Nordeste;Brejo Paraibano;9;755;11;1406;208;0;208;0;261;19
250040;Nordeste;Brejo Paraibano;37;696;0;1305;122;4;178;0;260;0
250050;Nordeste;Guarabira;16;359;0;908;54;0;113;0;196;21
250053;Nordeste;Cariri Oriental;0;194;0;360;16;0;35;0;32;0
250057;Nordeste;Curimata· Ocidental;2;88;0;111;0;0;7;0;14;0
250060;Nordeste;Litoral Sul;24;590;0;1022;106;15;72;0;80;6
250070;Nordeste;Cajazeiras;22;1045;10;842;78;5;236;0;147;18
250073;Nordeste;Cariri Ocidental;15;133;0;152;0;1;13;0;22;0
250077;Nordeste;Sousa;23;237;0;477;76;0;66;0;58;8
250080;Nordeste;Guarabira;15;648;0;770;91;5;147;0;143;0
250090;Nordeste;Curimata· Ocidental;4;321;0;519;11;0;52;0;160;8
250100;Nordeste;Curimata· Oriental;11;561;0;1042;95;0;145;0;122;11
250110;Nordeste;Brejo Paraibano;35;602;8;1370;154;8;328;18;384;64
250115;Nordeste;Patos;8;104;0;147;0;0;12;0;16;0
250120;Nordeste;Esperanþa;2;267;0;367;28;0;40;0;60;3
250130;Nordeste;Umbuzeiro;11;598;0;945;38;6;152;0;178;19
250135;Nordeste;Cariri Ocidental;0;136;0;239;10;0;12;0;19;2
250140;Nordeste;Litoral Norte;11;114;575;158;9;0;43;79;25;6
250150;Nordeste;Brejo Paraibano;12;677;0;1349;104;9;294;0;259;0
250153;Nordeste;Serid¾ Oriental Paraibano;15;147;0;230;35;0;18;0;36;2
250157;Nordeste;Cariri Oriental;0;423;0;375;21;0;33;0;41;0
250160;Nordeste;Curimata· Ocidental;13;480;0;659;74;0;96;0;146;4
250170;Nordeste;Cariri Oriental;0;352;0;140;19;0;77;0;17;4
250180;Nordeste;JoÒo Pessoa;336;5038;53;7183;1455;47;730;10;905;90
250190;Nordeste;Guarabira;15;599;0;1078;25;5;106;0;212;10
250200;Nordeste;CatolÚ do Rocha;22;194;0;392;9;3;36;0;65;2
250205;Nordeste;Cajazeiras;4;85;0;162;8;0;20;0;25;3
250210;Nordeste;Itaporanga;16;274;0;359;51;0;55;0;49;0
250215;Nordeste;Campina Grande;0;558;3;424;24;0;124;0;43;3
250220;Nordeste;Cajazeiras;6;103;0;114;14;2;10;0;9;0
250230;Nordeste;CatolÚ do Rocha;0;268;0;328;12;0;37;0;19;0
250240;Nordeste;Cajazeiras;5;307;0;595;24;0;189;0;110;10
250250;Nordeste;Cariri Oriental;11;915;10;927;63;6;220;0;126;11
250260;Nordeste;Pianc¾;6;307;0;280;28;0;78;0;84;0
250270;Nordeste;Brejo Paraibano;0;123;0;287;31;0;26;0;54;4
250280;Nordeste;CatolÚ do Rocha;5;632;0;691;9;0;130;0;132;2
250290;Nordeste;CatolÚ do Rocha;2;350;0;369;9;0;89;0;58;0
250300;Nordeste;Litoral Sul;40;486;0;1430;182;0;128;0;161;43
250310;Nordeste;Cariri Oriental;0;279;0;239;56;0;47;0;28;0
250320;Nordeste;JoÒo Pessoa;145;2969;38;3886;643;42;3487;13;2088;178
250330;Nordeste;Cajazeiras;18;318;0;563;32;5;114;0;64;0
250340;Nordeste;Patos;3;75;0;224;10;0;38;0;24;3
250350;Nordeste;Curimata· Oriental;4;430;0;946;35;0;63;0;85;5
250355;Nordeste;Serra do Teixeira;32;99;0;362;34;7;37;0;79;2
250360;Nordeste;Guarabira;0;205;2;413;25;0;62;3;91;0
250370;Nordeste;Cajazeiras;76;3782;0;3781;235;48;1972;0;1036;49
250375;Nordeste;Sousa;0;91;0;148;24;5;29;0;9;2
250380;Nordeste;Itabaiana;5;201;0;292;25;0;29;0;61;0
250390;Nordeste;Cariri Ocidental;11;196;0;285;20;10;45;0;48;0
250400;Nordeste;Campina Grande;642;22258;87;27194;3224;347;18122;19;10522;814
250403;Nordeste;Litoral Norte;6;221;0;285;13;3;22;0;46;3
250407;Nordeste;Cariri Oriental;11;177;0;210;5;0;34;0;45;0
250410;Nordeste;Cajazeiras;1;158;0;86;7;0;35;0;0;0
250415;Nordeste;Curimata· Oriental;0;190;0;403;0;0;11;0;22;3
250420;Nordeste;Pianc¾;0;130;0;232;6;0;44;0;24;3
250430;Nordeste;CatolÚ do Rocha;5;1761;0;1572;207;25;551;0;440;54
250435;Nordeste;Cariri Oriental;0;304;0;279;6;0;60;0;29;0
250440;Nordeste;Itaporanga;30;727;0;1189;60;10;210;0;204;0
250450;Nordeste;Sousa;3;322;0;266;24;0;88;0;55;4
250460;Nordeste;JoÒo Pessoa;36;679;59;1391;267;0;245;9;145;50
250470;Nordeste;Cariri Ocidental;2;147;0;263;16;0;58;0;46;0
250480;Nordeste;Pianc¾;15;731;0;566;90;0;321;0;93;6
250485;Nordeste;Cariri Ocidental;3;105;0;96;0;0;15;0;31;2
250490;Nordeste;SapÚ;22;464;0;819;72;0;29;0;89;0
250500;Nordeste;Serid¾ Oriental Paraibano;16;404;0;263;30;3;58;0;35;8
250510;Nordeste;Curimata· Ocidental;15;749;21;975;49;9;149;0;131;10
250520;Nordeste;Guarabira;0;183;0;344;39;0;48;0;37;14
250523;Nordeste;Litoral Norte;0;154;0;283;6;0;27;0;60;0
250527;Nordeste;Litoral Norte;3;101;0;259;10;0;42;0;47;0
250530;Nordeste;Itaporanga;6;77;0;169;8;4;45;0;42;0
250535;Nordeste;Curimata· Ocidental;13;117;0;277;9;2;23;0;19;3
250540;Nordeste;Serra do Teixeira;61;271;0;400;74;13;59;0;112;9
250550;Nordeste;Sousa;4;175;0;87;8;0;23;0;7;0
250560;Nordeste;Itaporanga;20;146;0;516;44;2;38;0;51;3
250570;Nordeste;Curimata· Oriental;0;306;0;589;56;0;39;0;129;4
250580;Nordeste;Guarabira;0;187;0;235;9;0;54;0;20;0
250590;Nordeste;Pianc¾;5;118;0;160;26;0;43;0;20;0
250600;Nordeste;Esperanþa;10;1322;0;1763;84;0;652;0;215;0
250610;Nordeste;Campina Grande;0;351;5;605;35;4;127;0;88;5
250620;Nordeste;Serid¾ Oriental Paraibano;13;147;0;178;3;0;18;0;24;3
250625;Nordeste;Umbuzeiro;0;276;0;409;0;4;56;0;58;0
250630;Nordeste;Guarabira;62;2849;17;3393;265;9;1229;0;1033;73
250640;Nordeste;Itabaiana;4;358;0;761;15;0;89;0;133;10
250650;Nordeste;Cariri Oriental;9;180;0;176;10;0;68;0;35;4
250660;Nordeste;Itaporanga;0;139;0;339;0;4;40;0;68;0
250670;Nordeste;Serra do Teixeira;28;339;0;720;48;11;70;0;93;4
250680;Nordeste;Itabaiana;8;575;0;948;64;0;118;0;137;9
250690;Nordeste;Itabaiana;56;1392;0;1588;119;0;486;0;203;0
250700;Nordeste;Itaporanga;50;1042;0;1268;202;22;600;0;258;21
250710;Nordeste;Litoral Norte;18;702;0;878;22;5;160;0;114;5
250720;Nordeste;Itabaiana;0;270;0;534;62;4;49;0;73;20
250730;Nordeste;Litoral Norte;14;477;0;568;21;0;106;0;171;5
250740;Nordeste;CatolÚ do Rocha;5;436;0;473;0;0;47;0;62;0
250750;Nordeste;JoÒo Pessoa;1480;41521;344;48796;6905;958;53476;283;27411;3294
250760;Nordeste;Itabaiana;5;215;0;381;46;0;73;0;82;3
250770;Nordeste;Serid¾ Oriental Paraibano;31;494;0;895;99;5;91;0;138;6
250780;Nordeste;Serid¾ Ocidental Paraibano;5;309;0;484;42;4;77;0;62;3
250790;Nordeste;SapÚ;8;251;0;472;6;4;49;0;82;0
250800;Nordeste;Serra do Teixeira;19;372;0;546;0;0;100;0;89;0
250810;Nordeste;CatolÚ do Rocha;0;212;0;239;10;0;3;0;18;0
250820;Nordeste;Guarabira;10;192;0;372;19;0;73;0;64;0
250830;Nordeste;Campina Grande;20;1125;0;1608;119;0;432;0;298;8
250840;Nordeste;Sousa;3;46;0;148;14;0;13;0;8;0
250850;Nordeste;Cariri Ocidental;2;341;0;355;6;0;68;0;62;3
250855;Nordeste;Guarabira;5;176;0;219;7;0;13;0;43;0
250860;Nordeste;JoÒo Pessoa;68;359;0;649;67;31;66;0;140;8
250870;Nordeste;Patos;0;157;0;247;16;0;36;0;33;0
250880;Nordeste;Sousa;4;250;0;320;19;0;43;0;55;9
250890;Nordeste;Litoral Norte;62;1786;9;2393;198;23;365;0;308;14
250900;Nordeste;Serra do Teixeira;12;320;0;667;25;0;86;0;87;3
250905;Nordeste;Litoral Norte;0;53;493;73;5;0;7;52;8;0
250910;Nordeste;SapÚ;20;675;10;853;86;10;211;0;129;0
250915;Nordeste;Sousa;6;375;0;374;37;0;49;0;30;7
250920;Nordeste;Campina Grande;6;430;0;697;20;5;53;0;44;17
250930;Nordeste;Litoral Norte;5;242;18;410;10;3;34;0;30;4
250933;Nordeste;Brejo Paraibano;4;114;0;207;3;0;25;0;22;0
250937;Nordeste;CatolÚ do Rocha;0;70;0;174;2;0;4;0;15;0
250939;Nordeste;Serra do Teixeira;39;199;0;260;53;3;30;0;34;15
250940;Nordeste;Itabaiana;4;339;0;685;47;0;64;5;112;4
250950;Nordeste;Esperanþa;8;163;0;324;8;8;68;0;43;0
250960;Nordeste;Cajazeiras;5;150;0;281;40;0;23;0;34;6
250970;Nordeste;Cariri Ocidental;13;1270;9;1760;85;6;577;0;521;17
250980;Nordeste;Guarabira;5;345;0;492;82;0;54;0;45;0
250990;Nordeste;Umbuzeiro;5;382;12;463;93;0;61;0;45;0
251000;Nordeste;Sousa;7;335;0;426;7;0;65;0;36;3
251010;Nordeste;Curimata· Ocidental;11;479;0;626;82;0;126;0;108;6
251020;Nordeste;Pianc¾;9;164;0;447;23;6;72;0;65;7
251030;Nordeste;Serid¾ Oriental Paraibano;23;270;0;241;2;0;43;0;38;0
251040;Nordeste;Pianc¾;3;443;0;283;22;0;125;0;23;0
251050;Nordeste;Curimata· Ocidental;0;197;0;246;10;0;46;0;15;0
251060;Nordeste;Cariri Ocidental;8;108;0;202;31;0;27;0;49;3
251065;Nordeste;Cariri Ocidental;0;58;0;27;3;0;13;0;12;0
251070;Nordeste;Patos;7;92;0;132;0;0;21;0;31;0
251080;Nordeste;Patos;138;5736;12;6404;729;56;3389;0;1779;83
251090;Nordeste;Sousa;21;485;0;675;17;0;98;0;120;6
251100;Nordeste;Itaporanga;0;211;0;182;19;0;50;0;21;5
251110;Nordeste;Serid¾ Oriental Paraibano;4;439;3;282;30;0;103;0;18;0
251120;Nordeste;Litoral Sul;70;1056;0;1682;154;8;247;0;201;24
251130;Nordeste;Pianc¾;5;906;0;892;71;0;315;0;136;0
251140;Nordeste;Serid¾ Oriental Paraibano;28;886;14;1113;95;13;205;0;126;15
251150;Nordeste;SapÚ;29;343;5;606;100;10;80;0;129;0
251160;Nordeste;Brejo Paraibano;32;173;0;319;43;3;36;0;71;2
251170;Nordeste;Guarabira;3;117;0;252;15;0;25;0;45;3
251180;Nordeste;Guarabira;33;267;0;637;63;0;125;0;127;0
251190;Nordeste;Litoral Sul;50;414;10;1120;136;15;96;0;132;20
251200;Nordeste;Curimata· Ocidental;15;806;0;801;47;0;130;0;76;8
251203;Nordeste;Cajazeiras;4;137;0;231;7;0;5;0;11;0
251207;Nordeste;Cajazeiras;10;147;0;274;9;4;19;0;35;0
251210;Nordeste;Sousa;42;1839;8;1274;342;0;952;9;367;35
251220;Nordeste;Cariri Ocidental;7;177;0;268;19;8;43;0;61;2
251230;Nordeste;Serra do Teixeira;98;1155;0;1266;120;10;299;0;199;34
251240;Nordeste;Campina Grande;0;679;0;769;49;0;102;0;86;14
251250;Nordeste;Campina Grande;20;2159;0;2854;111;0;247;0;317;18
251260;Nordeste;Patos;2;89;0;127;14;0;13;0;2;0
251270;Nordeste;Curimata· Ocidental;0;545;0;812;47;5;270;0;181;15
251272;Nordeste;Litoral Norte;0;219;0;278;7;0;40;0;41;0
251274;Nordeste;Curimata· Oriental;0;82;0;221;22;0;14;0;24;0
251275;Nordeste;Itabaiana;4;139;0;311;9;0;28;0;17;6
251276;Nordeste;SapÚ;0;179;0;211;11;0;17;0;12;0
251278;Nordeste;Cariri Oriental;2;84;0;75;2;0;13;0;25;0
251280;Nordeste;CatolÚ do Rocha;8;472;0;429;46;0;104;0;36;0
251290;Nordeste;Litoral Norte;41;830;111;1143;91;0;216;10;238;0
251300;Nordeste;Serid¾ Ocidental Paraibano;9;104;0;177;32;0;22;0;46;0
251310;Nordeste;Itabaiana;0;445;0;508;32;4;111;0;53;0
251315;Nordeste;Umbuzeiro;0;243;0;229;2;0;40;0;29;0
251320;Nordeste;Sousa;0;395;0;316;15;0;53;0;37;0
251330;Nordeste;Cajazeiras;4;195;0;378;5;0;49;0;82;0
251335;Nordeste;Itaporanga;13;129;0;279;5;0;28;0;53;0
251340;Nordeste;Serid¾ Ocidental Paraibano;14;794;0;690;74;5;493;0;202;21
251350;Nordeste;Itaporanga;0;141;0;287;8;0;58;0;48;0
251360;Nordeste;Pianc¾;21;318;0;431;39;0;129;0;41;3
251365;Nordeste;Cajazeiras;7;63;0;181;17;0;3;0;26;0
251370;Nordeste;JoÒo Pessoa;269;4992;48;8881;1345;73;879;0;1118;131
251380;Nordeste;Patos;0;222;0;253;11;0;44;0;35;3
251385;Nordeste;Cariri Oriental;24;112;0;117;1;0;19;0;12;0
251390;Nordeste;CatolÚ do Rocha;28;1463;0;1380;41;29;329;0;250;0
251392;Nordeste;Sousa;3;233;0;242;54;0;44;0;9;0
251394;Nordeste;Cariri Oriental;4;121;0;110;0;0;32;0;31;13
251396;Nordeste;Sousa;6;124;3;126;26;0;13;0;10;0
251398;Nordeste;Sousa;14;128;0;141;26;0;29;0;20;4
251400;Nordeste;Cariri Oriental;0;192;0;261;7;3;55;0;64;0
251410;Nordeste;Cariri Ocidental;0;127;0;271;25;0;15;0;38;0
251420;Nordeste;Sousa;0;220;0;285;4;0;54;0;43;0
251430;Nordeste;Itaporanga;0;247;0;359;7;0;44;0;33;4
251440;Nordeste;Patos;14;174;0;281;21;0;19;0;12;6
251445;Nordeste;SapÚ;3;159;0;282;23;0;41;0;47;0
251450;Nordeste;Cajazeiras;25;763;0;850;76;5;248;0;132;35
251455;Nordeste;Serra do Teixeira;6;174;0;277;28;0;24;0;36;2
251460;Nordeste;Patos;0;115;0;212;11;0;19;0;21;0
251465;Nordeste;CatolÚ do Rocha;4;65;0;88;1;0;9;0;16;0
251470;Nordeste;Serid¾ Ocidental Paraibano;10;213;0;204;18;0;65;0;39;0
251480;Nordeste;Cariri Ocidental;8;165;0;200;0;0;15;0;22;0
251490;Nordeste;Serid¾ Ocidental Paraibano;5;438;0;345;29;0;171;0;71;3
251500;Nordeste;SapÚ;11;233;0;367;44;0;45;0;34;5
251510;Nordeste;Esperanþa;18;492;0;580;60;5;128;0;145;10
251520;Nordeste;Cariri Ocidental;0;130;0;158;6;0;23;0;44;0
251530;Nordeste;SapÚ;102;1916;0;2851;269;21;595;0;333;11
251540;Nordeste;Serid¾ Oriental Paraibano;9;345;0;634;93;0;50;0;96;10
251550;Nordeste;Cariri Ocidental;10;530;0;694;63;0;198;0;189;13
251560;Nordeste;Guarabira;4;121;0;231;14;0;24;0;17;8
251570;Nordeste;Itaporanga;0;83;0;278;0;0;2;0;35;3
251580;Nordeste;Campina Grande;13;273;0;306;21;0;56;0;52;3
251590;Nordeste;Brejo Paraibano;17;158;0;341;3;0;27;0;59;0
251593;Nordeste;Guarabira;3;104;0;366;7;3;27;0;99;0
251597;Nordeste;SapÚ;4;297;0;443;19;0;22;0;37;4
251600;Nordeste;Curimata· Oriental;56;991;0;1494;87;0;362;0;436;0
251610;Nordeste;Curimata· Ocidental;14;806;0;659;29;0;135;0;112;14
251615;Nordeste;Curimata· Ocidental;6;127;0;173;9;0;14;0;17;0
251620;Nordeste;Sousa;59;3731;0;3844;575;16;1931;0;794;13
251630;Nordeste;Cariri Ocidental;21;646;10;875;45;5;252;0;224;14
251640;Nordeste;Curimata· Oriental;0;302;0;556;36;0;90;0;85;0
251650;Nordeste;Cariri Ocidental;23;533;0;752;34;0;157;0;178;6
251660;Nordeste;Serra do Teixeira;52;642;0;858;117;0;152;0;124;19
251670;Nordeste;Serra do Teixeira;28;466;0;984;87;9;168;0;228;5
251675;Nordeste;Serid¾ Oriental Paraibano;0;152;0;157;0;0;26;0;18;5
251680;Nordeste;Cajazeiras;15;372;0;660;71;0;29;0;99;0
251690;Nordeste;Cajazeiras;61;795;0;784;39;14;302;0;133;20
251700;Nordeste;Umbuzeiro;0;453;0;593;43;0;88;0;64;11
251710;Nordeste;Serid¾ Ocidental Paraibano;0;185;0;102;23;0;66;0;18;0
251720;Nordeste;Sousa;19;230;0;249;17;6;43;0;22;6
251740;Nordeste;Cariri Ocidental;0;94;0;143;2;0;16;0;39;0
260005;Nordeste;Recife;119;4727;104;8367;1279;10;795;7;1063;113
260010;Nordeste;Paje·;20;1837;12;2369;109;8;752;11;563;36
260020;Nordeste;Petrolina;35;926;5;957;167;0;186;0;81;29
260030;Nordeste;Brejo Pernambucano;18;1295;0;1049;140;0;182;0;149;19
260040;Nordeste;Mata Meridional Pernambucana;13;843;0;2167;227;10;184;0;245;0
260050;Nordeste;Vale do Ipanema;7;1154;309;1404;64;25;269;80;190;17
260060;Nordeste;Vale do Ipojuca;11;539;3;642;99;0;155;0;132;4
260070;Nordeste;Mata Setentrional Pernambucana;30;1351;11;2313;313;11;227;0;313;56
260080;Nordeste;Brejo Pernambucano;16;1031;0;1221;55;0;208;0;126;0
260090;Nordeste;Mata Meridional Pernambucana;21;856;0;1189;87;0;140;0;211;7
260100;Nordeste;Garanhuns;9;356;4;615;65;0;71;0;89;5
260105;Nordeste;Itamaracß;11;611;0;1266;186;0;74;0;80;5
260110;Nordeste;Araripina;160;2298;9;4815;403;33;1187;0;1241;61
260120;Nordeste;SertÒo do Moxot¾;258;2830;82;4278;422;115;2062;20;1418;36
260130;Nordeste;Brejo Pernambucano;5;561;0;703;39;10;106;0;23;6
260140;Nordeste;Mata Meridional Pernambucana;21;1217;32;2849;339;18;430;0;446;57
260150;Nordeste;Mata Meridional Pernambucana;0;493;0;623;20;0;46;0;71;0
260160;Nordeste;Itaparica;6;477;153;1373;171;28;415;0;341;104
260170;Nordeste;Vale do Ipojuca;11;3381;26;4244;291;22;1449;0;1257;56
260180;Nordeste;SertÒo do Moxot¾;5;374;0;561;111;0;137;0;79;10
260190;Nordeste;Vale do Ipojuca;60;3641;0;2798;199;0;984;0;375;14
260200;Nordeste;Araripina;149;733;0;2457;100;0;280;0;294;27
260210;Nordeste;Garanhuns;10;1304;0;2126;167;0;561;0;435;15
260220;Nordeste;MÚdio Capibaribe;11;1789;0;2674;184;0;279;0;312;25
260230;Nordeste;Brejo Pernambucano;22;1593;11;1818;17;0;482;0;318;27
260240;Nordeste;Garanhuns;0;373;0;542;36;0;105;0;32;5
260250;Nordeste;Paje·;17;304;0;424;14;2;84;0;101;3
260260;Nordeste;Vale do Ipojuca;32;1328;9;2442;95;9;217;18;455;10
260270;Nordeste;Mata Setentrional Pernambucana;5;431;6;645;62;0;75;0;80;20
260280;Nordeste;Vale do Ipanema;125;1095;14;2915;198;0;385;0;309;0
260290;Nordeste;Suape;305;7684;29;14401;2337;24;2015;10;1768;339
260300;Nordeste;Petrolina;47;856;477;1955;230;7;288;39;157;94
260310;Nordeste;Vale do Ipojuca;15;774;11;882;58;5;153;0;91;8
260320;Nordeste;Garanhuns;19;1151;0;1414;48;0;102;0;134;5
260330;Nordeste;Garanhuns;0;290;0;656;9;0;79;0;65;5
260340;Nordeste;Paje·;10;169;0;314;0;0;15;0;58;0
260345;Nordeste;Recife;223;6837;39;12430;1790;21;2430;0;1919;359
260350;Nordeste;Brejo Pernambucano;5;908;0;853;33;0;192;0;102;11
260360;Nordeste;Mata Setentrional Pernambucana;0;285;0;579;28;0;109;0;96;7
260370;Nordeste;Garanhuns;32;678;0;1098;39;0;170;0;219;17
260380;Nordeste;Vale do Ipojuca;14;950;0;798;38;0;110;0;72;0
260390;Nordeste;Paje·;35;936;0;1004;66;13;214;0;186;18
260392;Nordeste;Itaparica;2;255;412;616;69;0;60;57;30;0
260400;Nordeste;Mata Setentrional Pernambucana;235;3159;21;5188;799;42;1590;0;1420;151
260410;Nordeste;Vale do Ipojuca;317;20809;107;18975;1810;133;9749;57;4286;325
260415;Nordeste;Alto Capibaribe;5;866;0;802;32;0;131;0;35;0
260420;Nordeste;Mata Meridional Pernambucana;58;1784;8;2611;213;0;481;0;447;0
260430;Nordeste;Salgueiro;7;458;0;864;58;0;107;0;158;4
260440;Nordeste;Vit¾ria de Santo AntÒo;0;313;0;839;12;7;64;0;85;7
260450;Nordeste;Vit¾ria de Santo AntÒo;5;728;0;923;36;0;195;0;187;11
260460;Nordeste;Mata Setentrional Pernambucana;0;756;0;2237;190;0;192;0;312;10
260470;Nordeste;Garanhuns;5;401;0;745;3;0;194;0;135;10
260480;Nordeste;Mata Meridional Pernambucana;6;415;0;786;25;12;65;0;124;0
260490;Nordeste;MÚdio Capibaribe;8;1037;0;864;61;0;268;0;86;7
260500;Nordeste;Brejo Pernambucano;26;1354;0;1182;11;0;327;0;217;0
260510;Nordeste;SertÒo do Moxot¾;76;1197;9;2106;172;12;407;0;526;27
260515;Nordeste;Petrolina;20;899;5;736;33;0;163;0;109;6
260520;Nordeste;Mata Meridional Pernambucana;51;2511;0;5350;454;0;393;0;518;111
260530;Nordeste;Araripina;15;815;0;2340;123;0;281;0;252;18
260540;Nordeste;MÚdio Capibaribe;12;729;0;1126;64;23;170;0;153;0
260545;Nordeste;Fernando de Noronha;6;249;0;405;89;0;106;0;63;9
260550;Nordeste;Mata Setentrional Pernambucana;0;412;0;684;19;0;158;0;129;0
260560;Nordeste;Paje·;9;805;0;1288;39;0;211;0;175;0
260570;Nordeste;Itaparica;55;758;225;2163;89;14;502;65;432;53
260580;Nordeste;Alto Capibaribe;4;1057;0;480;18;4;122;0;65;5
260590;Nordeste;Mata Meridional Pernambucana;19;639;0;1953;160;0;68;0;149;29
260600;Nordeste;Garanhuns;226;6991;78;8329;783;107;4364;18;2403;208
260610;Nordeste;Vit¾ria de Santo AntÒo;76;996;0;1820;139;0;270;0;192;47
260620;Nordeste;Mata Setentrional Pernambucana;58;3012;0;6347;820;80;1339;0;895;148
260630;Nordeste;Araripina;37;136;0;625;19;6;16;0;71;0
260640;Nordeste;Vale do Ipojuca;43;4616;9;4424;268;0;1293;23;582;22
260650;Nordeste;Garanhuns;4;520;0;862;38;0;115;0;79;4
260660;Nordeste;SertÒo do Moxot¾;31;768;237;1397;53;0;88;0;125;25
260670;Nordeste;Brejo Pernambucano;2;307;0;298;7;0;32;0;35;0
260680;Nordeste;Itamaracß;150;3595;20;8588;1144;20;1014;0;1039;145
260690;Nordeste;Paje·;6;557;0;1021;41;0;120;0;94;0
260700;Nordeste;SertÒo do Moxot¾;31;326;207;1098;86;0;138;22;141;0
260710;Nordeste;Paje·;7;270;0;271;16;0;64;0;26;0
260720;Nordeste;Suape;91;2940;0;5733;917;9;669;0;519;128
260730;Nordeste;Araripina;42;664;0;1765;39;0;92;13;227;0
260740;Nordeste;Itaparica;14;58;25;202;101;2;28;0;64;27
260750;Nordeste;Vale do Ipanema;24;553;0;1252;31;0;140;0;208;0
260760;Nordeste;Itamaracß;46;765;17;2209;209;10;239;6;259;20
260765;Nordeste;Mata Setentrional Pernambucana;19;972;0;2194;249;6;273;0;298;58
260770;Nordeste;Paje·;31;661;10;650;40;0;199;5;133;0
260775;Nordeste;Itamaracß;91;895;0;2041;377;0;58;0;261;43
260780;Nordeste;Mata Setentrional Pernambucana;62;435;0;1131;59;10;68;0;110;10
260790;Nordeste;Recife;1265;33492;262;53044;7820;243;19589;109;10024;1391
260795;Nordeste;Mata Meridional Pernambucana;18;478;6;621;62;4;64;6;100;9
260800;Nordeste;Vale do Ipojuca;6;486;0;614;0;0;85;0;104;0
260805;Nordeste;Itaparica;5;468;419;778;161;0;172;38;183;24
260810;Nordeste;MÚdio Capibaribe;0;1886;0;1894;89;0;290;0;183;8
260820;Nordeste;Mata Meridional Pernambucana;21;482;0;988;123;5;78;0;73;9
260825;Nordeste;Garanhuns;0;485;0;649;56;4;46;0;49;0
260830;Nordeste;Garanhuns;0;672;0;892;56;0;125;0;168;0
260840;Nordeste;Garanhuns;5;427;0;642;21;0;62;0;20;0
260845;Nordeste;Mata Setentrional Pernambucana;10;584;0;1012;70;0;79;0;111;4
260850;Nordeste;Mata Setentrional Pernambucana;62;676;0;1545;135;11;116;0;125;51
260860;Nordeste;Garanhuns;0;415;0;418;0;5;90;0;63;0
260870;Nordeste;Brejo Pernambucano;5;470;0;584;36;0;134;0;68;0
260875;Nordeste;Petrolina;41;647;0;1705;219;8;152;0;176;66
260880;Nordeste;Garanhuns;51;2123;0;2205;113;20;520;5;337;32
260890;Nordeste;MÚdio Capibaribe;37;2899;0;3844;323;0;1012;0;691;44
260900;Nordeste;Mata Setentrional Pernambucana;10;1117;0;1264;161;0;300;0;194;30
260910;Nordeste;MÚdio Capibaribe;1;537;0;765;62;0;93;0;32;4
260915;Nordeste;SertÒo do Moxot¾;6;315;0;945;10;7;49;0;75;0
260920;Nordeste;Mata Meridional Pernambucana;5;425;0;707;22;6;67;0;51;7
260930;Nordeste;Salgueiro;26;256;90;1130;128;0;115;21;79;13
260940;Nordeste;Recife;62;2452;21;4774;491;0;596;10;618;107
260950;Nordeste;Mata Setentrional Pernambucana;71;1074;0;2286;395;0;567;0;421;100
260960;Nordeste;Recife;689;19188;160;30348;6374;257;16480;58;10121;2025
260970;Nordeste;MÚdio Capibaribe;10;1294;0;1307;116;0;239;0;144;0
260980;Nordeste;Petrolina;42;276;22;981;175;8;63;5;124;43
260990;Nordeste;Araripina;45;1841;0;3746;435;26;607;0;509;57
261000;Nordeste;Mata Meridional Pernambucana;73;2456;0;4057;374;8;1085;0;731;55
261010;Nordeste;Garanhuns;10;262;0;391;8;0;83;0;102;0
261020;Nordeste;Brejo Pernambucano;31;893;0;1045;115;0;144;0;216;8
261030;Nordeste;Garanhuns;0;360;0;497;21;0;32;9;61;0
261040;Nordeste;Salgueiro;9;773;0;1017;44;5;256;0;184;23
261050;Nordeste;MÚdio Capibaribe;0;1351;0;1706;124;0;173;0;189;8
261060;Nordeste;Mata Setentrional Pernambucana;58;1607;0;4434;266;15;706;0;408;66
261070;Nordeste;Recife;689;18282;199;24925;5265;298;7656;36;5941;1171
261080;Nordeste;Vale do Ipanema;0;555;0;1158;35;0;321;0;171;10
261090;Nordeste;Vale do Ipojuca;82;2453;936;3465;174;22;1113;114;605;20
261100;Nordeste;Itaparica;100;1103;227;2271;214;0;409;76;543;0
261110;Nordeste;Petrolina;437;11976;82;22730;3208;191;7372;20;6617;942
261120;Nordeste;Vale do Ipojuca;0;253;6;435;35;0;109;12;77;0
261130;Nordeste;Vit¾ria de Santo AntÒo;17;1300;0;1774;68;11;253;0;161;12
261140;Nordeste;Mata Meridional Pernambucana;15;495;0;760;112;0;94;0;105;23
261150;Nordeste;Mata Meridional Pernambucana;0;734;0;1236;92;0;123;0;166;0
261153;Nordeste;Paje·;9;296;0;530;21;0;38;0;66;3
